Plant,Ref,Line1,Line2,Batch,Biomass
47965,R1,GPID_00011,DVF2327|SELECTIONDANSPOUILLY,MMS Batch 2,10.50
50470,WC3,GPID_00008,DVF1979|223303,MMS Batch 8,10.50
49843,WC3,GPID_00235,NV866-1,MMS Batch 6,10.49
48845,WC4,Hedin2,Hedin2,MMS Batch 4,10.48
49805,WC3,GPID_00102,VIKINGA,MMS Batch 6,10.48
50275,WC3,GPID_00025,DVF3343|IG11687,MMS Batch 7,10.48
50329,WC3,GPID_00212,Fab7371,MMS Batch 7,10.48
50462,WC3,GPID_00238,Dosha(COLL155/00-3),MMS Batch 8,10.48
50304,WC3,GPID_00231,Fjord,MMS Batch 7,10.47
50205,N3,GPID_00152,Basispop.-762,MMS Batch 7,10.46
50259,WC3,GPID_00155,Bulldog/1-4EP3-5-1_1,MMS Batch 7,10.46
50456,WC3,GPID_00119,Mallory,MMS Batch 8,10.45
48531,WC2,GPID_00009,DVF2080|TYROL,MMS Batch 3,10.44
48826,WC2,GPID_00003,DVF1454|KORNBERGERKLEINKOERNIGE,MMS Batch 4,10.44
50513,WC1,GPID_00027,DVF3349|IG11708,MMS Batch 8,10.43
49888,WC3,GPID_00049,DVF3345|IG11695,MMS Batch 6,10.42
48789,WC2,GPID_00193,Peru/Karg-5,MMS Batch 4,10.41
49885,WC3,GPID_00117,Lynx,MMS Batch 6,10.41
50515,WC1,GPID_00185,L863/1,MMS Batch 8,10.41
47689,N1,GPID_00068,505,MMS Batch 1,10.40
48839,WC2,GPID_00023,DVF3339|IG114963,MMS Batch 4,10.39
48521,WC2,GPID_00120,Mythos,MMS Batch 3,10.38
49797,N3,GPID_00027,DVF3349|IG11708,MMS Batch 6,10.38
49838,WC3,GPID_00103,ILB 6584,MMS Batch 6,10.38
48476,WC1,GPID_00232,Kassa,MMS Batch 3,10.78
49821,WC3,GPID_00234,NV739-1,MMS Batch 6,10.37
48534,WC2,GPID_00007,DVF1977|221516,MMS Batch 3,10.33
50499,N1,GPID_00045,DVF2220|K0285,MMS Batch 8,10.26
50516,WC1,GPID_00032,DVF3360|IG13030,MMS Batch 8,10.26
49887,WC3,GPID_00027,DVF3349|IG11708,MMS Batch 6,10.25
49890,WC3,GPID_00074,1114,MMS Batch 6,10.23
49731,N3,GPID_00234,NV739-1,MMS Batch 6,10.22
50528,WC1,GPID_00002,DVF1343|PI221517,MMS Batch 8,10.12
49678,R3,GPID_00036,DVF3374|IG13943,MMS Batch 6,10.10
49858,WC3,GPID_00036,DVF3374|IG13943,MMS Batch 6,10.10
47971,R2,ILB938/2,ILB938/2,MMS Batch 2,10.04
50500,N1,GPID_00185,L863/1,MMS Batch 8,10.04
50201,N3,GPID_00042,DVF1736,MMS Batch 7,9.96
48087,WC1,GPID_00019,DVF280|LORRAINEKOENIGSMAKER,MMS Batch 2,9.80
48695,N2,GPID_00020,DVF281|MEUSE,MMS Batch 4,9.52
47608,R1,GPID_00060,231,MMS Batch 1,
47616,R1,GPID_00078,1195,MMS Batch 1,
47629,R1,GPID_00045,DVF2220|K0285,MMS Batch 1,
47698,N1,GPID_00060,231,MMS Batch 1,
47700,N1,GPID_00027,DVF3349|IG11708,MMS Batch 1,
47706,N1,GPID_00078,1195,MMS Batch 1,
47719,N1,GPID_00045,DVF2220|K0285,MMS Batch 1,
47721,N1,GPID_00185,L863/1,MMS Batch 1,
47788,WC1,GPID_00060,231,MMS Batch 1,
47796,WC1,GPID_00078,1195,MMS Batch 1,
47809,WC1,GPID_00045,DVF2220|K0285,MMS Batch 1,
47814,WC1,GPID_00032,DVF3360|IG13030,MMS Batch 1,
47895,R1,GPID_00077,1152,MMS Batch 2,
47928,R1,GPID_00094,HISTAL,MMS Batch 2,
47937,R1,GPID_00152,Basispop.-762,MMS Batch 2,
47948,R1,GPID_00095,L-8,MMS Batch 2,
47958,R1,GPID_00006,DVF177|BOBICKROD115,MMS Batch 2,
47962,R1,GPID_00148,Aurora/1,MMS Batch 2,
48018,N1,GPID_00094,HISTAL,MMS Batch 2,
48038,N1,GPID_00095,L-8,MMS Batch 2,
48048,N1,GPID_00006,DVF177|BOBICKROD115,MMS Batch 2,
48052,N1,GPID_00148,Aurora/1,MMS Batch 2,
48061,N2,ILB938/2,ILB938/2,MMS Batch 2,
48100,WC1,GPID_00170,HBNr.52630,MMS Batch 2,
48108,WC1,GPID_00094,HISTAL,MMS Batch 2,
48128,WC1,GPID_00095,L-8,MMS Batch 2,
48138,WC1,GPID_00006,DVF177|BOBICKROD115,MMS Batch 2,
48142,WC1,GPID_00148,Aurora/1,MMS Batch 2,
48294,R1,GPID_00061,237,MMS Batch 3,
48318,R1,GPID_00190,Minica,MMS Batch 3,
48325,R2,GPID_00062,260,MMS Batch 3,
48327,R2,GPID_00146,Apollo/1,MMS Batch 3,
48340,R2,GPID_00106,COMENDADOR,MMS Batch 3,
48408,N1,GPID_00190,Minica,MMS Batch 3,
48411,N2,GPID_00060,231,MMS Batch 3,
48415,N2,GPID_00062,260,MMS Batch 3,
48417,N2,GPID_00146,Apollo/1,MMS Batch 3,
48425,N2,GPID_00002,DVF1343|PI221517,MMS Batch 3,
48427,N2,GPID_00095,L-8,MMS Batch 3,
48430,N2,GPID_00106,COMENDADOR,MMS Batch 3,
48439,N2,GPID_00084,ALARGA,MMS Batch 3,
48471,WC1,GPID_00040,DVF1327|ILB551,MMS Batch 3,
48474,WC1,GPID_00061,237,MMS Batch 3,
48480,WC1,GPID_00002,DVF1343|PI221517,MMS Batch 3,
48498,WC1,GPID_00190,Minica,MMS Batch 3,
48505,WC2,GPID_00062,260,MMS Batch 3,
48507,WC2,GPID_00146,Apollo/1,MMS Batch 3,
48515,WC2,GPID_00002,DVF1343|PI221517,MMS Batch 3,
48520,WC2,GPID_00106,COMENDADOR,MMS Batch 3,
48582,R2,GPID_00064,370,MMS Batch 4,
48647,R2,GPID_00078,1195,MMS Batch 4,
48674,N2,GPID_00046,DVF2407|BPL261,MMS Batch 4,
48675,N2,GPID_00150,Basispop.-387,MMS Batch 4,
48698,N2,GPID_00008,DVF1979|223303,MMS Batch 4,
48718,N2,GPID_00082,0T0VC(Baraca),MMS Batch 4,
48737,N2,GPID_00078,1195,MMS Batch 4,
48788,WC2,GPID_00008,DVF1979|223303,MMS Batch 4,
48827,WC2,GPID_00078,1195,MMS Batch 4,
48848,WC4,ILB938/2,ILB938/2,MMS Batch 4,
49129,R2,GPID_00076,1151,MMS Batch 5,
49171,N2,GPID_00176,I5_FAB106,MMS Batch 5,
49193,N2,GPID_00094,HISTAL,MMS Batch 5,
49648,R3,GPID_00092,CARAMBA,MMS Batch 6,
49665,R3,GPID_00078,1195,MMS Batch 6,
49670,R3,GPID_00064,370,MMS Batch 6,
49692,R3,GPID_00053,MELODIE,MMS Batch 6,
49694,R3,GPID_00122,NPZ16.7650,MMS Batch 6,
49707,R3,GPID_00027,DVF3349|IG11708,MMS Batch 6,
49711,N3,GPID_00069,751,MMS Batch 6,
49712,N3,GPID_00181,ILB938/2,MMS Batch 6,
49713,N3,GPID_00091,CANA,MMS Batch 6,
49714,N3,GPID_00156,Condor/3(Kaf2),MMS Batch 6,
49715,N3,GPID_00102,VIKINGA,MMS Batch 6,
49716,N3,GPID_00191,Nora38,MMS Batch 6,
49717,N3,GPID_00004,DVF159|GRADISVKA,MMS Batch 6,
49718,N3,GPID_00224,75573,MMS Batch 6,
49719,N3,GPID_00083,ACEQUIA,MMS Batch 6,
49720,N3,GPID_00001,DVF1331|109.669,MMS Batch 6,
49721,N3,GPID_00195,Slaney/1,MMS Batch 6,
49722,N3,GPID_00241,NC58,MMS Batch 6,
49723,N3,GPID_00100,PALACIO,MMS Batch 6,
49724,N3,GPID_00166,FAB370,MMS Batch 6,
49725,N3,GPID_00219,PI664248,MMS Batch 6,
49726,N3,GPID_00030,DVF3354|IG124115,MMS Batch 6,
49727,N3,GPID_00052,IRENA,MMS Batch 6,
49728,N3,GPID_00017,DVF278|POP.MOUTIERSSAULEX,MMS Batch 6,
49741,N3,GPID_00185,L863/1,MMS Batch 6,
49746,N3,GPID_00005,DVF1599|89.13.6.1.,MMS Batch 6,
49761,N3,GPID_00002,DVF1343|PI221517,MMS Batch 6,
49762,N3,GPID_00134,Troy,MMS Batch 6,
49763,N3,GPID_00104,709,MMS Batch 6,
49764,N3,GPID_00065,377,MMS Batch 6,
49765,N3,GPID_00211,FAB7369,MMS Batch 6,
49766,N3,GPID_00113,Condor,MMS Batch 6,
49767,N3,GPID_00141,Limbo,MMS Batch 6,
49768,N3,GPID_00036,DVF3374|IG13943,MMS Batch 6,
49769,N3,GPID_00045,DVF2220|K0285,MMS Batch 6,
49770,N3,GPID_00137,Farah,MMS Batch 6,
49771,N3,GPID_00013,DVF2372|Hiverna,MMS Batch 6,
49772,N3,GPID_00205,131708,MMS Batch 6,
49773,N3,GPID_00140,Victor,MMS Batch 6,
49774,N3,GPID_00018,DVF279|LORRAINEMETZ,MMS Batch 6,
49775,N3,GPID_00147,Arrisot/1EP1-1_1-4-1-1,MMS Batch 6,
49776,N3,GPID_00169,GLB13=F4(EP6xNixe37_stabil),MMS Batch 6,
49777,N3,GPID_00026,DVF3344|IG11693,MMS Batch 6,
49778,N3,GPID_00068,505,MMS Batch 6,
49779,N3,GPID_00175,I2_47304,MMS Batch 6,
49780,N3,GPID_00216,Hedin2,MMS Batch 6,
49781,N3,GPID_00190,Minica,MMS Batch 6,
49791,N3,GPID_00039,DVF1289,MMS Batch 6,
49792,N3,GPID_00176,I5_FAB106,MMS Batch 6,
49793,N3,GPID_00095,L-8,MMS Batch 6,
49794,N3,GPID_00114,Espresso,MMS Batch 6,
49798,N3,GPID_00049,DVF3345|IG11695,MMS Batch 6,
49831,WC3,GPID_00185,L863/1,MMS Batch 6,
49859,WC3,GPID_00045,DVF2220|K0285,MMS Batch 6,
50121,R3,GPID_00164,Fab302,MMS Batch 7,
50126,R3,GPID_00228,130731,MMS Batch 7,
50130,R3,GPID_00021,DVF288|POP39LARNAUD,MMS Batch 7,
50137,R3,GPID_00094,HISTAL,MMS Batch 7,
50144,R3,GPID_00213,Fab7375,MMS Batch 7,
50220,N3,GPID_00021,DVF288|POP39LARNAUD,MMS Batch 7,
50221,N3,GPID_00031,DVF3358|IG124333,MMS Batch 7,
50261,WC3,GPID_00024,DVF3340|IG115118,MMS Batch 7,
50262,WC3,GPID_00003,DVF1454|KORNBERGERKLEINKOERNIGE,MMS Batch 7,
50278,WC3,GPID_00060,231,MMS Batch 7,
50317,WC3,GPID_00094,HISTAL,MMS Batch 7,
50401,R3,GPID_00023,DVF3339|IG114963,MMS Batch 8,
50416,R3,GPID_00162,FAB237rot,MMS Batch 8,
50488,R1,GPID_00095,L-8,MMS Batch 8,
50497,R2,GPID_00023,DVF3339|IG114963,MMS Batch 8,
50504,N1,GPID_00006,DVF177|BOBICKROD115,MMS Batch 8,
50510,N2,GPID_00008,DVF1979|223303,MMS Batch 8,
50512,N2,GPID_00023,DVF3339|IG114963,MMS Batch 8,
50524,WC2,GPID_00106,COMENDADOR,MMS Batch 8,
50525,WC2,GPID_00008,DVF1979|223303,MMS Batch 8,
50529,R2,Hedin2,Hedin2,MMS Batch 8,
50530,R5,VF172-3Cv,VF172-3Cv,MMS Batch 8,
50531,R5,Giza402Gš,Giza402Gš,MMS Batch 8,
50532,R5,ILB938/2,ILB938/2,MMS Batch 8,
50533,R5,Melodie,Melodie,MMS Batch 8,
50534,R5,Alameda,Alameda,MMS Batch 8,
50535,N5,Hedin2,Hedin2,MMS Batch 8,
50536,N5,VF172-3Cv,VF172-3Cv,MMS Batch 8,
50537,N5,Giza402Gš,Giza402Gš,MMS Batch 8,
50538,N5,ILB938/2,ILB938/2,MMS Batch 8,
50539,N5,Melodie,Melodie,MMS Batch 8,
50540,N5,Alameda,Alameda,MMS Batch 8,
50541,WC5,Hedin2,Hedin2,MMS Batch 8,
50542,WC5,VF172-3Cv,VF172-3Cv,MMS Batch 8,
50543,WC5,Giza402Gš,Giza402Gš,MMS Batch 8,
50544,WC5,ILB938/2,ILB938/2,MMS Batch 8,
50545,WC5,Melodie,Melodie,MMS Batch 8,
50546,WC5,Alameda,Alameda,MMS Batch 8,
50547,R6,Hedin2,Hedin2,MMS Batch 8,
50548,R6,VF172-3Cv,VF172-3Cv,MMS Batch 8,
50549,R6,Giza402Gš,Giza402Gš,MMS Batch 8,
50550,R6,ILB938/2,ILB938/2,MMS Batch 8,
50551,R6,Melodie,Melodie,MMS Batch 8,
50552,R6,Alameda,Alameda,MMS Batch 8,
50553,N6,Hedin2,Hedin2,MMS Batch 8,
50554,N6,VF172-3Cv,VF172-3Cv,MMS Batch 8,
50555,N6,Giza402Gš,Giza402Gš,MMS Batch 8,
50556,N6,ILB938/2,ILB938/2,MMS Batch 8,
50557,N6,Melodie,Melodie,MMS Batch 8,
50558,N6,Alameda,Alameda,MMS Batch 8,
50559,WC6,Hedin2,Hedin2,MMS Batch 8,
50560,WC6,VF172-3Cv,VF172-3Cv,MMS Batch 8,
50561,WC6,Giza402Gš,Giza402Gš,MMS Batch 8,
50562,WC6,ILB938/2,ILB938/2,MMS Batch 8,
50563,WC6,Melodie,Melodie,MMS Batch 8,
50564,WC6,Alameda,Alameda,MMS Batch 8,
